"Philosopher","Influenced"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Cynicism_(philosophy)"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Kwame_Anthony_Appiah"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Stoicism"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Martha_Nussbaum"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Crates_of_Thebes"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Max_Stirner"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Michel_Onfray"
"http://dbpedia.org/resource/Diogenes","http://dbpedia.org/resource/Søren_Kierkegaard"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Erich_Przywara"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Anselm_Min"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Gerda_Walther"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Alasdair_MacIntyre"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Hedwig_Conrad-Martius"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Pope_John_Paul_II"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Dermot_Moran"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Emerita_S._Quito"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Adolf_Reinach"
"http://dbpedia.org/resource/Edith_Stein","http://dbpedia.org/resource/Roman_Ingarden"
"http://dbpedia.org/resource/Edmund_Gettier","http://dbpedia.org/resource/Colin_McGinn"
"http://dbpedia.org/resource/Edmund_Gettier","http://dbpedia.org/resource/Robert_Nozick"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Wilfrid_Sellars"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Emmanuel_Levinas"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Enrique_Dussel"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Erich_Przywara"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Eugen_Fink"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Alfred_Schütz"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Hans_Blumenberg"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Ludwig_Landgrebe"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Edith_Stein"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Hans_Köchler"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Leo_Strauss"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Leszek_Kołakowski"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Hermann_Weyl"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Hilary_Putnam"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Ludwig_von_Mises"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Pope_John_Paul_II"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Dallas_Willard"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Dan_Zahavi"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Jean-Luc_Marion"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Jean-Paul_Sartre"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Kurt_Gödel"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Xavier_Zubiri"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Gilbert_Ryle"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Rudolf_Carnap"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Bernard_Stiegler"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Gabriel_Marcel"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/José_Ortega_y_Gasset"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Barry_Smith_(ontologist)"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Jan_Patočka"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Marvin_Farber"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Adolf_Reinach"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Western_philosophy"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Shaun_Gallagher"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Maurice_Merleau-Ponty"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Max_Scheler"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Michel_Henry"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Roman_Ingarden"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Agnes_Taubert"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Hans_Vaihinger"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Arthur_Drews"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Carl_Jung"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Rudolf_Steiner"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Eduard_von_Hartmann","http://dbpedia.org/resource/Johannes_Rehmke"
"http://dbpedia.org/resource/Edward_Abramowski","http://dbpedia.org/resource/Augustyn_Wróblewski"
"http://dbpedia.org/resource/Edward_Caird","http://dbpedia.org/resource/John_Watson_(philosopher)"
"http://dbpedia.org/resource/Edward_Caird","http://dbpedia.org/resource/Henry_Jones_(philosopher)"
"http://dbpedia.org/resource/Edward_S._Casey","http://dbpedia.org/resource/Bonnie_Mann"
"http://dbpedia.org/resource/Edward_S._Casey","http://dbpedia.org/resource/Leonard_Lawlor"
"http://dbpedia.org/resource/Edward_S._Casey","http://dbpedia.org/resource/Fred_Evans_(philosopher)"
"http://dbpedia.org/resource/Edward_S._Casey","http://dbpedia.org/resource/Adrian_Johnston_(philosopher)"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Hamid_Dabashi"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Rashid_Khalidi"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Christopher_Hitchens"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Chris_Hedges"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Homi_K._Bhabha"
"http://dbpedia.org/resource/Edward_Said","http://dbpedia.org/resource/Robert_Fisk"
"http://dbpedia.org/resource/Edward_Shils","http://dbpedia.org/resource/Saul_Bellow"
"http://dbpedia.org/resource/Edward_Shils","http://dbpedia.org/resource/Jerzy_Zubrzycki"
"http://dbpedia.org/resource/Edward_Shils","http://dbpedia.org/resource/Joseph_Epstein_(writer)"
"http://dbpedia.org/resource/Edward_Shils","http://dbpedia.org/resource/Talcott_Parsons"
"http://dbpedia.org/resource/Edwin_Arthur_Burtt","http://dbpedia.org/resource/Alexandre_Koyré"
"http://dbpedia.org/resource/Hamka","http://dbpedia.org/resource/Muhammadiyah"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Emperor_Wen_of_Han"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Emperor_Wen_of_Sui"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Emperor_Wu_of_Han"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Qin_Shi_Huang"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Li_Shanchang"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Yongzheng_Emperor"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Zhang_Juzheng"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Zhuge_Liang"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Cao_Cao"
"http://dbpedia.org/resource/Han_Fei","http://dbpedia.org/resource/Xi_Jinping"
"http://dbpedia.org/resource/Han_Ryner","http://dbpedia.org/resource/Maria_Lacerda_de_Moura"
"http://dbpedia.org/resource/Han_Ryner","http://dbpedia.org/resource/Individualist_anarchism_in_Europe"
"http://dbpedia.org/resource/Han_Ryner","http://dbpedia.org/resource/Michel_Onfray"
"http://dbpedia.org/resource/Han_Ryner","http://dbpedia.org/resource/La_Revista_Blanca"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Dennis_J._Schmidt"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Dieter_Henrich"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Babette_Babich"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Leo_Strauss"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Reinhart_Koselleck"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Hans_Robert_Jauss"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/John_McDowell"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Wolfgang_Drechsler"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Jürgen_Habermas"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Gianni_Vattimo"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Karl_Jaspers"
"http://dbpedia.org/resource/Hans-Georg_Gadamer","http://dbpedia.org/resource/Ken_Wilber"
"http://dbpedia.org/resource/Hans-Hermann_Hoppe","http://dbpedia.org/resource/Walter_Block"
"http://dbpedia.org/resource/Hans_Kamp","http://dbpedia.org/resource/Gábor_Alberti"
"http://dbpedia.org/resource/Hans_Kamp","http://dbpedia.org/resource/Nicholas_Asher"
"http://dbpedia.org/resource/Hans_Kelsen","http://dbpedia.org/resource/Norberto_Bobbio"
"http://dbpedia.org/resource/Hans_Lipps","http://dbpedia.org/resource/Knud_Ejler_Løgstrup"
"http://dbpedia.org/resource/Hans_Reichenbach","http://dbpedia.org/resource/İoanna_Kuçuradi"
"http://dbpedia.org/resource/Hans_Reichenbach","http://dbpedia.org/resource/Carl_Gustav_Hempel"
"http://dbpedia.org/resource/Hans_Reichenbach","http://dbpedia.org/resource/Takiyettin_Mengüşoğlu"
"http://dbpedia.org/resource/Hans_Reichenbach","http://dbpedia.org/resource/Hilmi_Ziya_Ülken"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/resource/Alfred_Adler"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/resource/Hans_Kelsen"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/resource/George_Kelly_(psychologist)"
"http://dbpedia.org/resource/Hans_Vaihinger","http://dbpedia.org/resource/James_Hillman"
"http://dbpedia.org/resource/Harald_Høffding","http://dbpedia.org/resource/Niels_Bohr"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/Errol_Harris"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/R._G._Collingwood"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/Brand_Blanshard"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/G._R._G._Mure"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/Michael_Oakeshott"
"http://dbpedia.org/resource/Harold_H._Joachim","http://dbpedia.org/resource/T._S._Eliot"
"http://dbpedia.org/resource/Harry_Frankfurt","http://dbpedia.org/resource/Susan_R._Wolf"
"http://dbpedia.org/resource/Harry_Frankfurt","http://dbpedia.org/resource/J._David_Velleman"
"http://dbpedia.org/resource/Harry_Frankfurt","http://dbpedia.org/resource/John_Martin_Fischer"
"http://dbpedia.org/resource/Harry_Frankfurt","http://dbpedia.org/resource/Pamela_Hieronymi"
"http://dbpedia.org/resource/Heinrich_Blücher","http://dbpedia.org/resource/Walter_Benjamin"
"http://dbpedia.org/resource/Heinrich_Blücher","http://dbpedia.org/resource/Hannah_Arendt"
"http://dbpedia.org/resource/Heinrich_Blücher","http://dbpedia.org/resource/Karl_Jaspers"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Walter_Benjamin"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Emil_Lask"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Ernst_Bloch"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/George_Vernadsky"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Heinrich_Rickert","http://dbpedia.org/resource/Max_Weber"
"http://dbpedia.org/resource/Helena_Blavatsky","http://dbpedia.org/resource/Mahatma_Gandhi"
"http://dbpedia.org/resource/Helena_Roerich","http://dbpedia.org/resource/Alexey_Okladnikov"
"http://dbpedia.org/resource/Helena_Roerich","http://dbpedia.org/resource/Lyudmila_Zhivkova"
"http://dbpedia.org/resource/Helena_Roerich","http://dbpedia.org/resource/Ivan_Yefremov"
"http://dbpedia.org/resource/Helena_Roerich","http://dbpedia.org/resource/Yuli_Vorontsov"
"http://dbpedia.org/resource/Helena_Roerich","http://dbpedia.org/resource/A._L._Janshin"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Muhammad_Iqbal"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Emmanuel_Levinas"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Emmanuel_Mounier"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Aldous_Huxley"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Alfred_North_Whitehead"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Alfred_Schütz"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Émile_Bréhier"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Liang_Shuming"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Henry_Miller"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Necip_Fazıl_Kısakürek"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Stanisław_Brzozowski_(writer)"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Anna-Teresa_Tymieniecka"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Nikos_Kazantzakis"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Jawaharlal_Nehru"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Jean-Paul_Sartre"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Wyndham_Lewis"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Édouard_Le_Roy"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Gabriel_Marcel"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Jacques_Maritain"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Thomas_Mann"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Marcel_Proust"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Robert_Frost"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Vladimir_Jankélévitch"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Vladimir_Nabokov"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Gilles_Deleuze"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Guy_Debord"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Maurice_Merleau-Ponty"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Michel_Aflaq"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/T._S._Eliot"
"http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Nurettin_Topçu"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Situationist_International"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Edward_Soja"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Neil_Smith_(geographer)"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Raoul_Vaneigem"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/David_Harvey"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Jean-Paul_Sartre"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Jean_Baudrillard"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Fredric_Jameson"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Mark_Poster"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Guy_Debord"
"http://dbpedia.org/resource/Henri_Lefebvre","http://dbpedia.org/resource/Michel_de_Certeau"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Auguste_Comte"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Michel_Chevalier"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Lorenz_von_Stein"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Pierre-Joseph_Proudhon"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Pierre_Leroux"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Friedrich_Engels"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Barthélemy-Prosper_Enfantin"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Thorstein_Veblen"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Henri_de_Saint-Simon","http://dbpedia.org/resource/Pereire_brothers"
"http://dbpedia.org/resource/Lazăr_Șăineanu","http://dbpedia.org/resource/Iorgu_Iordan"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Walter_Benjamin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Emil_Fackenheim"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Eric_Voegelin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Ernest_Fortin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hans_Jonas"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hans_Speier"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Aryeh_Motzkin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Nathan_Tarcov"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Werner_Dannhauser"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Alexandre_Kojève"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Allan_Bloom"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Claes_G._Ryn"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Saul_Bellow"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Eva_Brann"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hans_Blumenberg"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Joseph_Cropsey"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Paul_R._Mendes-Flohr"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Laurence_Lampert"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Liu_Xiaofeng_(academic)"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Abram_Shulsky"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Ed_Husain"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Edward_C._Banfield"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hans-Georg_Gadamer"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Harold_Bloom"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Harry_V._Jaffa"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Harvey_Mansfield"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Charles_Butterworth_(philosopher)"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Susan_Shell"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Muhsin_Mahdi"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Michael_Peter_Davis"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Gan_Yang"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/George_Grant_(philosopher)"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/George_Steiner"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Gershom_Scholem"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Arnaldo_Momigliano"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hilail_Gildin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Pierre_Hassner"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Pierre_Manent"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Pope_Benedict_XVI"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Raymond_Aron"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Stanley_Rosen"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Steven_B._Smith_(professor)"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Yuval_Levin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Ralph_C._Hancock"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Carl_Schmitt"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Christopher_Hitchens"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Clarence_Thomas"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Claude_Lefort"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/David_Novak"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Kurt_Riezler"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Larry_Arnhart"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Catherine_Zuckert"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/William_Galston"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Shlomo_Pines"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/George_Anastaplo"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Herbert_Storing"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Roger_Masters"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Roger_Scruton"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Ronna_Burger"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Rémi_Brague"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Francis_Fukuyama"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/J._G._A._Pocock"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Jacques_Lacan"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/James_Reist_Stoner_Jr."
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/James_V._Schall"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Sheldon_Wolin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Walter_Berns"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Joshua_Parens"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Richard_Kennington"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Mark_Lilla"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Martha_Nussbaum"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Eve_Adler"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Richard_McKeon"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Ralph_Lerner_(philosopher)"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Hadley_Arkes"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Richard_Rorty"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Richard_Velkley"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Robert_B._Pippin"
"http://dbpedia.org/resource/Leo_Strauss","http://dbpedia.org/resource/Robert_Goldwin"
