"Philosopher","Influenced_By","Influenced"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Carlo_Lottieri"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/John_Llewelyn"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Alphonso_Lingis"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Benny_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Bernard-Henri_Lévy"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Simon_Critchley"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Maurice_Blanchot"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Edmund_Husserl","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Lev_Shestov","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Jean_Wahl","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Gabriel_Marcel","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Buber","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Martin_Heidegger","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Maimonides","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/René_Descartes","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Marc_Sangnier","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Charles_Péguy","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Chevalier","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Maritain","http://dbpedia.org/resource/Abbé_Pierre"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Marc_Sangnier","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Charles_Péguy","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Chevalier","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Maritain","http://dbpedia.org/resource/Pierre_Trudeau"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Marc_Sangnier","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Charles_Péguy","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Chevalier","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Maritain","http://dbpedia.org/resource/Ngô_Đình_Nhu"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Henri_Bergson","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Marc_Sangnier","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Charles_Péguy","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Chevalier","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Emmanuel_Mounier","http://dbpedia.org/resource/Jacques_Maritain","http://dbpedia.org/resource/Paul_Ricœur"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Pythagoreanism","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Parmenides","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Pythagoreanism","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Parmenides","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Pythagoreanism","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Parmenides","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Pythagoreanism","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Parmenides","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Pythagoreanism","http://dbpedia.org/resource/Gorgias"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","http://dbpedia.org/resource/Gorgias"
"http://dbpedia.org/resource/Empedocles","http://dbpedia.org/resource/Parmenides","http://dbpedia.org/resource/Gorgias"
"http://dbpedia.org/resource/Epictetus","http://dbpedia.org/resource/Gaius_Musonius_Rufus","http://dbpedia.org/resource/Arrian"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Pyrrho","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Democritus","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Nausiphanes","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristippus","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristotle","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Pyrrho","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Democritus","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Nausiphanes","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristippus","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristotle","http://dbpedia.org/resource/Lucretius"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Pyrrho","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Democritus","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Nausiphanes","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristippus","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristotle","http://dbpedia.org/resource/Pierre_Gassendi"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Pyrrho","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Democritus","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Plato","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Nausiphanes","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristippus","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Aristotle","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Pyrrho","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Epicurus","http://dbpedia.org/resource/Democritus","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
