"Philosopher","Influenced_By"
"http://dbpedia.org/resource/Henry_David_Thoreau","http://dbpedia.org/resource/Charles_Darwin"
"http://dbpedia.org/resource/Henry_David_Thoreau","http://dbpedia.org/resource/Thomas_Carlyle"
"http://dbpedia.org/resource/Henry_David_Thoreau","http://dbpedia.org/resource/Homer"
"http://dbpedia.org/resource/Henry_David_Thoreau","http://dbpedia.org/resource/Indian_philosophy"
"http://dbpedia.org/resource/Henry_George","http://dbpedia.org/resource/Adam_Smith"
"http://dbpedia.org/resource/Henry_George","http://dbpedia.org/resource/David_Ricardo"
"http://dbpedia.org/resource/Henry_George","http://dbpedia.org/resource/John_Locke"
"http://dbpedia.org/resource/Henry_George","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Henry_George","http://dbpedia.org/resource/Thomas_Paine"
"http://dbpedia.org/resource/Henry_S._Richardson","http://dbpedia.org/resource/John_Rawls"
"http://dbpedia.org/resource/Henry_Sidgwick","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/Henry_Sidgwick","http://dbpedia.org/resource/Jeremy_Bentham"
"http://dbpedia.org/resource/Henry_Sidgwick","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Heraclitus","http://dbpedia.org/resource/Thales_of_Miletus"
"http://dbpedia.org/resource/Heraclitus","http://dbpedia.org/resource/Anaximander"
"http://dbpedia.org/resource/Heraclitus","http://dbpedia.org/resource/Anaximenes_of_Miletus"
"http://dbpedia.org/resource/Heraclitus","http://dbpedia.org/resource/Bias_of_Priene"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/Georg_Simmel"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/George_Herbert_Mead"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/John_Dewey"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/Charles_Cooley"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/Robert_E._Park"
"http://dbpedia.org/resource/Herbert_Blumer","http://dbpedia.org/resource/W._I._Thomas"
"http://dbpedia.org/resource/Herbert_Feigl","http://dbpedia.org/resource/Moritz_Schlick"
"http://dbpedia.org/resource/Herbert_Feigl","http://dbpedia.org/resource/Hans_Hahn_(mathematician)"
"http://dbpedia.org/resource/Herbert_Feigl","http://dbpedia.org/resource/Hans_Thirring"
"http://dbpedia.org/resource/Herbert_Feigl","http://dbpedia.org/resource/Karl_Bühler"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Friedrich_Engels"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Theodor_W._Adorno"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Friedrich_Pollock"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Herbert_Marcuse","http://dbpedia.org/resource/Max_Horkheimer"
"http://dbpedia.org/resource/Herbert_McCabe","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Herbert_McCabe","http://dbpedia.org/resource/Thomas_Aquinas"
"http://dbpedia.org/resource/Herbert_McCabe","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Auguste_Comte"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/George_Henry_Lewes"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Henry_George"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Jean-Baptiste_Lamarck"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Charles_Darwin"
"http://dbpedia.org/resource/Herbert_Spencer","http://dbpedia.org/resource/Thomas_Henry_Huxley"
"http://dbpedia.org/resource/Herbert_Spiegelberg","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Hermann_Cohen","http://dbpedia.org/resource/Friedrich_Adolf_Trendelenburg"
"http://dbpedia.org/resource/Hermann_Cohen","http://dbpedia.org/resource/Friedrich_Albert_Lange"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Ernst_Heinrich_Weber"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Johann_Friedrich_Herbart"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Johann_Gottlieb_Fichte"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Jakob_Friedrich_Fries"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Christian_Hermann_Weisse"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Alfred_Wilhelm_Volkmann"
"http://dbpedia.org/resource/Hermann_Lotze","http://dbpedia.org/resource/Gustav_Fechner"
"http://dbpedia.org/resource/Hermann_Ulrici","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Hermann_Ulrici","http://dbpedia.org/resource/Immanuel_Hermann_Fichte"
"http://dbpedia.org/resource/Hilail_Gildin","http://dbpedia.org/resource/Leo_Strauss"
"http://dbpedia.org/resource/Hilail_Gildin","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Hilail_Gildin","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Hilail_Gildin","http://dbpedia.org/resource/Jacob_Klein_(philosopher)"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Willard_Van_Orman_Quine"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Emmanuel_Levinas"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Alan_Turing"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Saul_Kripke"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Hans_Reichenbach"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Nelson_Goodman"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Stanley_Cavell"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/John_Dewey"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/John_McDowell"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/William_James"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Franz_Rosenzweig"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Martin_Buber"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Søren_Kierkegaard"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/resource/Ned_Block"
"http://dbpedia.org/resource/Hillel_Zeitlin","http://dbpedia.org/resource/Nachman_of_Breslov"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Motoori_Norinaga"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Keichū"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Zhuang_Zhou"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Nicolaus_Copernicus"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Yamazaki_Ansai"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Kamo_no_Mabuchi"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Ge_Hong"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Hayashi_Razan"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Kada_no_Azumamaro"
"http://dbpedia.org/resource/Hirata_Atsutane","http://dbpedia.org/resource/Matteo_Ricci"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/20th-century_French_philosophy"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Akira_Asada"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Continental_philosophy"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Eiji_Ōtsuka"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Jean_Baudrillard"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Kojin_Karatani"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Fyodor_Dostoevsky"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Richard_Rorty"
"http://dbpedia.org/resource/Hiroki_Azuma","http://dbpedia.org/resource/Post-structuralism"
"http://dbpedia.org/resource/Hisham_ibn_Urwah","http://dbpedia.org/resource/Urwah_ibn_Zubayr"
"http://dbpedia.org/resource/Hisham_ibn_Urwah","http://dbpedia.org/resource/Ja'far_al-Sadiq"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Erich_Fromm"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Dimitrije_Tucović"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Svetozar_Marković"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Antonie_Pannekoek"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Nikolai_Berdyaev"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Vasa_Pelagić"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Charles_Fourier"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Friedrich_Engels"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Fyodor_Dostoevsky"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Vladimir_Lenin"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Mihailo_Marković"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Miloš_N._Đurić"
"http://dbpedia.org/resource/Ljubodrag_Simonović","http://dbpedia.org/resource/Petar_II_Petrović-Njegoš"
"http://dbpedia.org/resource/Ljubomir_Nedić","http://dbpedia.org/resource/Sir_William_Hamilton,_9th_Baronet"
"http://dbpedia.org/resource/Lorella_Cedroni","http://dbpedia.org/resource/Guglielmo_Ferrero"
"http://dbpedia.org/resource/Lorella_Cedroni","http://dbpedia.org/resource/Norberto_Bobbio"
"http://dbpedia.org/resource/Lorenz_Bruno_Puntel","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Louis_Althusser","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Louis_Arnaud_Reid","http://dbpedia.org/resource/Henri_Bergson"
"http://dbpedia.org/resource/Louis_Arnaud_Reid","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Louis_Arnaud_Reid","http://dbpedia.org/resource/John_Dewey"
"http://dbpedia.org/resource/Louis_Arnaud_Reid","http://dbpedia.org/resource/William_James"
"http://dbpedia.org/resource/Louis_Arnaud_Reid","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Étienne_Cabet"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Henri_de_Saint-Simon"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Henry_David_Thoreau"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Lysander_Spooner"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/John_Stuart_Mill"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/William_Godwin"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Thorstein_Veblen"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Robert_Owen"
"http://dbpedia.org/resource/Louis_Blanc","http://dbpedia.org/resource/Voltaire"
"http://dbpedia.org/resource/Louis_Lavelle","http://dbpedia.org/resource/Maine_de_Biran"
"http://dbpedia.org/resource/Louis_Michael_Seidman","http://dbpedia.org/resource/Duncan_Kennedy_(legal_philosopher)"
"http://dbpedia.org/resource/Louis_Michael_Seidman","http://dbpedia.org/resource/Mark_Tushnet"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Augustine_of_Hippo"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Blaise_Pascal"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Nicolas_Malebranche"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Joseph_de_Maistre"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Charles-Jean-François_Hénault"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/François-René_de_Chateaubriand"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Jacques-Bénigne_Bossuet"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Thomas_Aquinas"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Thomas_Robert_Malthus"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Oliver_Goldsmith"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz"
"http://dbpedia.org/resource/Louis_de_Bonald","http://dbpedia.org/resource/Tacitus"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Emmanuel_Levinas"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Jacques_Lacan"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Luce_Irigaray","http://dbpedia.org/resource/Maurice_Merleau-Ponty"
"http://dbpedia.org/resource/Lucian_Pye","http://dbpedia.org/resource/Gabriel_Almond"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Neo-Kantianism"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Sextus_Empiricus"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Susan_Haack"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Luciano_Floridi","http://dbpedia.org/resource/Michael_Dummett"
"http://dbpedia.org/resource/Lucien_Goldmann","http://dbpedia.org/resource/Jean_Piaget"
"http://dbpedia.org/resource/Lucien_Goldmann","http://dbpedia.org/resource/György_Lukács"
"http://dbpedia.org/resource/Lucien_Goldmann","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Lucien_Goldmann","http://dbpedia.org/resource/Max_Adler_(Marxist)"
"http://dbpedia.org/resource/Lucien_Jerphagnon","http://dbpedia.org/resource/Vladimir_Jankélévitch"
"http://dbpedia.org/resource/Lucien_Tesnière","http://dbpedia.org/resource/Wilhelm_von_Humboldt"
"http://dbpedia.org/resource/Lucien_Tesnière","http://dbpedia.org/resource/Ferdinand_de_Saussure"
"http://dbpedia.org/resource/Lucilio_Vanini","http://dbpedia.org/resource/Gerolamo_Cardano"
"http://dbpedia.org/resource/Lucilio_Vanini","http://dbpedia.org/resource/Pietro_Pomponazzi"
"http://dbpedia.org/resource/Lucilio_Vanini","http://dbpedia.org/resource/Julius_Caesar_Scaliger"
"http://dbpedia.org/resource/Lucilio_Vanini","http://dbpedia.org/resource/Paolo_Sarpi"
"http://dbpedia.org/resource/Lucilio_Vanini","http://dbpedia.org/resource/Simone_Porzio"
"http://dbpedia.org/resource/Lucretius","http://dbpedia.org/resource/Epicurus"
"http://dbpedia.org/resource/Lucretius","http://dbpedia.org/resource/Gaius_Memmius_(poet)"
"http://dbpedia.org/resource/Lucretius","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Lucretius","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Lucretius","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Ludwig_Büchner","http://dbpedia.org/resource/Charles_Darwin"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Karl_Daub"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Friedrich_Heinrich_Jacobi"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Friedrich_Schleiermacher"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Baruch_Spinoza"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Jakob_Böhme"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://dbpedia.org/resource/Martin_Luther"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Augustine_of_Hippo"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Adolf_Loos"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Heinrich_Hertz"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Leo_Tolstoy"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Georg_Christoph_Lichtenberg"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Hermann_von_Helmholtz"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Ludwig_Boltzmann"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Piero_Sraffa"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Arthur_Schopenhauer"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Johann_Georg_Hamann"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/L._E._J._Brouwer"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/William_James"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Frank_Ramsey_(mathematician)"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Fyodor_Dostoevsky"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/G._E._Moore"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Oswald_Spengler"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Otto_Weininger"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Gottlob_Frege"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Karl_Kraus_(writer)"
"http://dbpedia.org/resource/Ludwig_Wittgenstein","http://dbpedia.org/resource/Søren_Kierkegaard"
"http://dbpedia.org/resource/Luigi_Taparelli","http://dbpedia.org/resource/Bruno_Lanteri"
"http://dbpedia.org/resource/Luigi_Taparelli","http://dbpedia.org/resource/Joseph_de_Maistre"
"http://dbpedia.org/resource/Luigi_Taparelli","http://dbpedia.org/resource/Thomas_Aquinas"
"http://dbpedia.org/resource/Luigi_Taparelli","http://dbpedia.org/resource/Ignatius_of_Loyola"
"http://dbpedia.org/resource/Luis_de_Molina","http://dbpedia.org/resource/Augustine_of_Hippo"
"http://dbpedia.org/resource/Luis_de_Molina","http://dbpedia.org/resource/Thomas_Aquinas"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/Blaise_Pascal"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/Arthur_Schopenhauer"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/Charles_Renouvier"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/René_Descartes"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Léon_Brunschvicg","http://dbpedia.org/resource/Michel_de_Montaigne"
"http://dbpedia.org/resource/M._Hiriyanna","http://dbpedia.org/resource/Adi_Shankara"
"http://dbpedia.org/resource/M._Hiriyanna","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/M._Hiriyanna","http://dbpedia.org/resource/Upanishads"
"http://dbpedia.org/resource/M._Hiriyanna","http://dbpedia.org/resource/Vedas"
"http://dbpedia.org/resource/M._Hiriyanna","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Ernst_Cassirer"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Augustine_of_Hippo"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Avicenna"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Duns_Scotus"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Proclus"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Pythagoras"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Cornelio_Fabro"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Étienne_Gilson"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/René_Le_Senne"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Susanne_Langer"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Blaise_Pascal"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Bonaventure"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Nagarjuna"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Pierre-Joseph_Proudhon"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Plotinus"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Maurice_Pradines"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Antonin_Sertillanges"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Nicholas_of_Cusa"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Carl_Jung"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Jean-Marie_Guyau"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Jean_Piaget"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Johann_Gottlieb_Fichte"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Joseph_Maréchal"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Kurt_Koffka"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Laozi"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/William_James"
"http://dbpedia.org/resource/Mário_Ferreira_dos_Santos","http://dbpedia.org/resource/Francisco_Suárez"
