item,itemLabel,article
http://www.wikidata.org/entity/Q248733,Eusebius of Myndus,https://en.wikipedia.org/wiki/Eusebius_of_Myndus
http://www.wikidata.org/entity/Q248793,Maximus of Ephesus,https://en.wikipedia.org/wiki/Maximus_of_Ephesus
http://www.wikidata.org/entity/Q248840,Hierocles of Alexandria,https://en.wikipedia.org/wiki/Hierocles_of_Alexandria
http://www.wikidata.org/entity/Q248969,Sopater of Apamea,https://en.wikipedia.org/wiki/Sopater_of_Apamea
http://www.wikidata.org/entity/Q255275,Charmadas,https://en.wikipedia.org/wiki/Charmadas
http://www.wikidata.org/entity/Q256548,Karen Armstrong,https://en.wikipedia.org/wiki/Karen_Armstrong
http://www.wikidata.org/entity/Q289028,Peter Suber,https://en.wikipedia.org/wiki/Peter_Suber
http://www.wikidata.org/entity/Q289333,Étienne Balibar,https://en.wikipedia.org/wiki/%C3%89tienne_Balibar
http://www.wikidata.org/entity/Q290227,Étienne de La Boétie,https://en.wikipedia.org/wiki/%C3%89tienne_de_La_Bo%C3%A9tie
http://www.wikidata.org/entity/Q78891,Hugo Bergmann,https://en.wikipedia.org/wiki/Hugo_Bergmann
http://www.wikidata.org/entity/Q79177,Philipp Frank,https://en.wikipedia.org/wiki/Philipp_Frank
http://www.wikidata.org/entity/Q79969,Emma Goldman,https://en.wikipedia.org/wiki/Emma_Goldman
http://www.wikidata.org/entity/Q81244,Karl Popper,https://en.wikipedia.org/wiki/Karl_Popper
http://www.wikidata.org/entity/Q505296,Nikos Poulantzas,https://en.wikipedia.org/wiki/Nicos_Poulantzas
http://www.wikidata.org/entity/Q507036,Lucius Annaeus Cornutus,https://en.wikipedia.org/wiki/Lucius_Annaeus_Cornutus
http://www.wikidata.org/entity/Q512375,Nicla Vassallo,https://en.wikipedia.org/wiki/Nicla_Vassallo
http://www.wikidata.org/entity/Q517177,Fridugisus,https://en.wikipedia.org/wiki/Fridugisus
http://www.wikidata.org/entity/Q518623,Jacob Moleschott,https://en.wikipedia.org/wiki/Jacob_Moleschott
http://www.wikidata.org/entity/Q78496,Konrad Lorenz,https://en.wikipedia.org/wiki/Konrad_Lorenz
http://www.wikidata.org/entity/Q297040,Apollonius of Tyana,https://en.wikipedia.org/wiki/Apollonius_of_Tyana
http://www.wikidata.org/entity/Q297402,Prodicus,https://en.wikipedia.org/wiki/Prodicus
http://www.wikidata.org/entity/Q457986,Bernardino Telesio,https://en.wikipedia.org/wiki/Bernardino_Telesio
http://www.wikidata.org/entity/Q460475,Nick Bostrom,https://en.wikipedia.org/wiki/Nick_Bostrom
http://www.wikidata.org/entity/Q461007,Eubulides,https://en.wikipedia.org/wiki/Eubulides
http://www.wikidata.org/entity/Q81082,Henri Poincaré,https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9
http://www.wikidata.org/entity/Q83375,Empedocles,https://en.wikipedia.org/wiki/Empedocles
http://www.wikidata.org/entity/Q474235,Amos Bronson Alcott,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott
http://www.wikidata.org/entity/Q478292,Victor Farías,https://en.wikipedia.org/wiki/Victor_Far%C3%ADas
http://www.wikidata.org/entity/Q481384,Ebn Meskavayh,https://en.wikipedia.org/wiki/Miskawayh
http://www.wikidata.org/entity/Q490870,Anders Chydenius,https://en.wikipedia.org/wiki/Anders_Chydenius
http://www.wikidata.org/entity/Q366031,Anaxarchus,https://en.wikipedia.org/wiki/Anaxarchus
http://www.wikidata.org/entity/Q366123,David Chalmers,https://en.wikipedia.org/wiki/David_Chalmers
http://www.wikidata.org/entity/Q368831,Colin Wilson,https://en.wikipedia.org/wiki/Colin_Wilson
http://www.wikidata.org/entity/Q82049,George Berkeley,https://en.wikipedia.org/wiki/George_Berkeley
http://www.wikidata.org/entity/Q365557,Rodolphus Agricola,https://en.wikipedia.org/wiki/Rodolphus_Agricola
http://www.wikidata.org/entity/Q365628,Bonifaty Kedrov,https://en.wikipedia.org/wiki/Bonifaty_Kedrov
http://www.wikidata.org/entity/Q365977,Bias of Priene,https://en.wikipedia.org/wiki/Bias_of_Priene
http://www.wikidata.org/entity/Q466951,Clitomachus,https://en.wikipedia.org/wiki/Clitomachus_(philosopher)
http://www.wikidata.org/entity/Q467015,Henry Corbin,https://en.wikipedia.org/wiki/Henry_Corbin
http://www.wikidata.org/entity/Q467470,Jacques Rancière,https://en.wikipedia.org/wiki/Jacques_Ranci%C3%A8re
http://www.wikidata.org/entity/Q467613,Ikkyū,https://en.wikipedia.org/wiki/Ikky%C5%AB
http://www.wikidata.org/entity/Q88385,Johann Heinrich Samuel Formey,https://en.wikipedia.org/wiki/Johann_Heinrich_Samuel_Formey
http://www.wikidata.org/entity/Q89544,Viktor Schauberger,https://en.wikipedia.org/wiki/Viktor_Schauberger
http://www.wikidata.org/entity/Q91137,Fyodor Stepun,https://en.wikipedia.org/wiki/Fyodor_Stepun
http://www.wikidata.org/entity/Q91431,Rudolf G. Wagner,https://en.wikipedia.org/wiki/Rudolf_G._Wagner
http://www.wikidata.org/entity/Q91594,Rahul Peter Das,https://en.wikipedia.org/wiki/Rahul_Peter_Das
http://www.wikidata.org/entity/Q93113,Coluccio Salutati,https://en.wikipedia.org/wiki/Coluccio_Salutati
http://www.wikidata.org/entity/Q83003,Antonio Gramsci,https://en.wikipedia.org/wiki/Antonio_Gramsci
http://www.wikidata.org/entity/Q307277,Abd al-Latif al-Baghdadi,https://en.wikipedia.org/wiki/Abd_al-Latif_al-Baghdadi
http://www.wikidata.org/entity/Q309818,Nicolas Malebranche,https://en.wikipedia.org/wiki/Nicolas_Malebranche
http://www.wikidata.org/entity/Q309864,Valentinus,https://en.wikipedia.org/wiki/Valentinus_(Gnostic)
http://www.wikidata.org/entity/Q180967,Adi Shankara,https://en.wikipedia.org/wiki/Adi_Shankara
http://www.wikidata.org/entity/Q535769,Metrodorus of Chios,https://en.wikipedia.org/wiki/Metrodorus_of_Chios
http://www.wikidata.org/entity/Q536837,Isaac Israeli ben Solomon,https://en.wikipedia.org/wiki/Isaac_Israeli_ben_Solomon
http://www.wikidata.org/entity/Q537304,Ploutarchos of Athens,https://en.wikipedia.org/wiki/Plutarch_of_Athens
http://www.wikidata.org/entity/Q539514,Metrodorus of Lampsacus,https://en.wikipedia.org/wiki/Metrodorus_of_Lampsacus_(the_elder)
http://www.wikidata.org/entity/Q540407,Jean Hyppolite,https://en.wikipedia.org/wiki/Jean_Hyppolite
http://www.wikidata.org/entity/Q541458,Lucio Colletti,https://en.wikipedia.org/wiki/Lucio_Colletti
http://www.wikidata.org/entity/Q360512,Baltasar Gracián,https://en.wikipedia.org/wiki/Baltasar_Graci%C3%A1n
http://www.wikidata.org/entity/Q362127,Aleksei N. Leontiev,https://en.wikipedia.org/wiki/Aleksei_N._Leontiev
http://www.wikidata.org/entity/Q298075,Guy Debord,https://en.wikipedia.org/wiki/Guy_Debord
http://www.wikidata.org/entity/Q298521,Saul Kripke,https://en.wikipedia.org/wiki/Saul_Kripke
http://www.wikidata.org/entity/Q372537,Etteilla,https://en.wikipedia.org/wiki/Etteilla
http://www.wikidata.org/entity/Q374178,Jesús Padilla Gálvez,https://en.wikipedia.org/wiki/Jes%C3%BAs_Padilla_G%C3%A1lvez
http://www.wikidata.org/entity/Q374362,Nikolay Ogarev,https://en.wikipedia.org/wiki/Nikolay_Ogarev
http://www.wikidata.org/entity/Q378116,Régis Debray,https://en.wikipedia.org/wiki/R%C3%A9gis_Debray
http://www.wikidata.org/entity/Q378462,Wang Yangming,https://en.wikipedia.org/wiki/Wang_Yangming
http://www.wikidata.org/entity/Q180989,Jane Addams,https://en.wikipedia.org/wiki/Jane_Addams
http://www.wikidata.org/entity/Q298860,Hippasus,https://en.wikipedia.org/wiki/Hippasus
http://www.wikidata.org/entity/Q299215,Sabbatai Zevi,https://en.wikipedia.org/wiki/Sabbatai_Zevi
http://www.wikidata.org/entity/Q554387,Favorinus,https://en.wikipedia.org/wiki/Favorinus
http://www.wikidata.org/entity/Q556865,Anniceris,https://en.wikipedia.org/wiki/Anniceris
http://www.wikidata.org/entity/Q557220,Feng Youlan,https://en.wikipedia.org/wiki/Feng_Youlan
http://www.wikidata.org/entity/Q558192,Cheng Hao,https://en.wikipedia.org/wiki/Cheng_Hao
http://www.wikidata.org/entity/Q558380,Cheng Yi,https://en.wikipedia.org/wiki/Cheng_Yi_(philosopher)
http://www.wikidata.org/entity/Q102851,Boethius,https://en.wikipedia.org/wiki/Boethius
http://www.wikidata.org/entity/Q552669,Edward Abramowski,https://en.wikipedia.org/wiki/Edward_Abramowski
http://www.wikidata.org/entity/Q553132,James Mark Baldwin,https://en.wikipedia.org/wiki/James_Mark_Baldwin
http://www.wikidata.org/entity/Q553520,Yang Xiong,https://en.wikipedia.org/wiki/Yang_Xiong_(author)
http://www.wikidata.org/entity/Q553856,Polemon,https://en.wikipedia.org/wiki/Polemon_(scholarch)
http://www.wikidata.org/entity/Q184500,Johannes Scotus Eriugena,https://en.wikipedia.org/wiki/John_Scotus_Eriugena
http://www.wikidata.org/entity/Q82409,Samuel Taylor Coleridge,https://en.wikipedia.org/wiki/Samuel_Taylor_Coleridge
http://www.wikidata.org/entity/Q188411,Bernard of Clairvaux,https://en.wikipedia.org/wiki/Bernard_of_Clairvaux
http://www.wikidata.org/entity/Q188903,Mencius,https://en.wikipedia.org/wiki/Mencius
http://www.wikidata.org/entity/Q83041,Anaxagoras,https://en.wikipedia.org/wiki/Anaxagoras
http://www.wikidata.org/entity/Q311835,Pittacus of Mytilene,https://en.wikipedia.org/wiki/Pittacus_of_Mytilene
http://www.wikidata.org/entity/Q312295,Giovanni Gentile,https://en.wikipedia.org/wiki/Giovanni_Gentile
http://www.wikidata.org/entity/Q357027,Synesius of Cyrene,https://en.wikipedia.org/wiki/Synesius
http://www.wikidata.org/entity/Q358482,Eudemus of Rhodes,https://en.wikipedia.org/wiki/Eudemus_of_Rhodes
http://www.wikidata.org/entity/Q358497,Aleksey Khomyakov,https://en.wikipedia.org/wiki/Aleksey_Khomyakov
http://www.wikidata.org/entity/Q302961,Aaron ben Joseph of Constantinople,https://en.wikipedia.org/wiki/Aaron_ben_Joseph_of_Constantinople
http://www.wikidata.org/entity/Q303435,Henry Suso,https://en.wikipedia.org/wiki/Henry_Suso
http://www.wikidata.org/entity/Q304890,Abai Qunanbaiuli,https://en.wikipedia.org/wiki/Abai_Qunanbaiuly
http://www.wikidata.org/entity/Q185770,Posidonius,https://en.wikipedia.org/wiki/Posidonius
http://www.wikidata.org/entity/Q186123,Francis Fukuyama,https://en.wikipedia.org/wiki/Francis_Fukuyama
http://www.wikidata.org/entity/Q615260,William of Conches,https://en.wikipedia.org/wiki/William_of_Conches
http://www.wikidata.org/entity/Q621373,Xu Gan,https://en.wikipedia.org/wiki/Xu_Gan
http://www.wikidata.org/entity/Q633563,Satprem,https://en.wikipedia.org/wiki/Satprem
http://www.wikidata.org/entity/Q637394,Sosigenes the Peripatetic,https://en.wikipedia.org/wiki/Sosigenes_the_Peripatetic
http://www.wikidata.org/entity/Q641051,Arius Didymus,https://en.wikipedia.org/wiki/Arius_Didymus
http://www.wikidata.org/entity/Q643786,Athīr al-Dīn al-Abharī,https://en.wikipedia.org/wiki/Athir_al-Din_al-Abhari
http://www.wikidata.org/entity/Q646951,Ariston of Chios,https://en.wikipedia.org/wiki/Aristo_of_Chios
http://www.wikidata.org/entity/Q379753,Benito Jerónimo Feijoo,https://en.wikipedia.org/wiki/Benito_Jer%C3%B3nimo_Feij%C3%B3o_y_Montenegro
http://www.wikidata.org/entity/Q380190,Phaedo of Elis,https://en.wikipedia.org/wiki/Phaedo_of_Elis
http://www.wikidata.org/entity/Q380234,Vātsyāyana,https://en.wikipedia.org/wiki/V%C4%81tsy%C4%81yana
http://www.wikidata.org/entity/Q189564,Pierre Teilhard de Chardin,https://en.wikipedia.org/wiki/Pierre_Teilhard_de_Chardin
http://www.wikidata.org/entity/Q381765,Theodoros the Atheist,https://en.wikipedia.org/wiki/Theodorus_the_Atheist
http://www.wikidata.org/entity/Q381874,Gaius Musonius Rufus,https://en.wikipedia.org/wiki/Gaius_Musonius_Rufus
http://www.wikidata.org/entity/Q381994,Kazimierz Twardowski,https://en.wikipedia.org/wiki/Kazimierz_Twardowski
http://www.wikidata.org/entity/Q382582,Maine de Biran,https://en.wikipedia.org/wiki/Maine_de_Biran
http://www.wikidata.org/entity/Q528415,Hasdai Crescas,https://en.wikipedia.org/wiki/Hasdai_Crescas
http://www.wikidata.org/entity/Q529302,Fulbert of Chartres,https://en.wikipedia.org/wiki/Fulbert_of_Chartres
http://www.wikidata.org/entity/Q530956,Gregory of Sanok,https://en.wikipedia.org/wiki/Gregory_of_Sanok
http://www.wikidata.org/entity/Q532315,Athenodoros Cordylion,https://en.wikipedia.org/wiki/Athenodoros_Cordylion
http://www.wikidata.org/entity/Q534656,Alice Voinescu,https://en.wikipedia.org/wiki/Alice_Voinescu
http://www.wikidata.org/entity/Q189506,Aristippus,https://en.wikipedia.org/wiki/Aristippus
http://www.wikidata.org/entity/Q297420,Panaetius,https://en.wikipedia.org/wiki/Panaetius
http://www.wikidata.org/entity/Q297726,Hippolyte Taine,https://en.wikipedia.org/wiki/Hippolyte_Taine
http://www.wikidata.org/entity/Q561212,Sylvain Maréchal,https://en.wikipedia.org/wiki/Sylvain_Mar%C3%A9chal
http://www.wikidata.org/entity/Q562019,Grigory Pomerants,https://en.wikipedia.org/wiki/Grigory_Pomerants
http://www.wikidata.org/entity/Q564886,Zhang Dongsun,https://en.wikipedia.org/wiki/Zhang_Dongsun
http://www.wikidata.org/entity/Q569024,Polystratus the Epicurean,https://en.wikipedia.org/wiki/Polystratus_the_Epicurean
http://www.wikidata.org/entity/Q574222,Anthony of Sourozh,https://en.wikipedia.org/wiki/Anthony_of_Sourozh
http://www.wikidata.org/entity/Q581732,Antipater of Tarsus,https://en.wikipedia.org/wiki/Antipater_of_Tarsus
http://www.wikidata.org/entity/Q380256,Nikolay Lossky,https://en.wikipedia.org/wiki/Nikolay_Lossky
http://www.wikidata.org/entity/Q380492,Jean Meslier,https://en.wikipedia.org/wiki/Jean_Meslier
http://www.wikidata.org/entity/Q380790,Yukteswar Giri,https://en.wikipedia.org/wiki/Swami_Sri_Yukteswar_Giri
http://www.wikidata.org/entity/Q380881,Stephanus of Byzantium,https://en.wikipedia.org/wiki/Stephanus_of_Byzantium
http://www.wikidata.org/entity/Q381048,Stilpo,https://en.wikipedia.org/wiki/Stilpo
http://www.wikidata.org/entity/Q184656,Nikolai Berdyaev,https://en.wikipedia.org/wiki/Nikolai_Berdyaev
http://www.wikidata.org/entity/Q185085,Miguel de Unamuno,https://en.wikipedia.org/wiki/Miguel_de_Unamuno
http://www.wikidata.org/entity/Q542710,Elisha ben Abuyah,https://en.wikipedia.org/wiki/Elisha_ben_Abuyah
http://www.wikidata.org/entity/Q542808,Hermarchus,https://en.wikipedia.org/wiki/Hermarchus
http://www.wikidata.org/entity/Q543629,Hermias,https://en.wikipedia.org/wiki/Hermias_(apologist)
http://www.wikidata.org/entity/Q544428,Moritz Lazarus,https://en.wikipedia.org/wiki/Moritz_Lazarus
http://www.wikidata.org/entity/Q551730,"Luc de Clapiers, marquis de Vauvenargues","https://en.wikipedia.org/wiki/Luc_de_Clapiers,_marquis_de_Vauvenargues"
http://www.wikidata.org/entity/Q185375,Mikhail Bakhtin,https://en.wikipedia.org/wiki/Mikhail_Bakhtin
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvétius,https://en.wikipedia.org/wiki/Claude_Adrien_Helv%C3%A9tius
http://www.wikidata.org/entity/Q188332,Alcmaeon of Croton,https://en.wikipedia.org/wiki/Alcmaeon_of_Croton
http://www.wikidata.org/entity/Q369022,Walter Bagehot,https://en.wikipedia.org/wiki/Walter_Bagehot
http://www.wikidata.org/entity/Q369129,Dexippus,https://en.wikipedia.org/wiki/Dexippus_(philosopher)
http://www.wikidata.org/entity/Q369907,Syed Abul Ala Maududi,https://en.wikipedia.org/wiki/Abul_A%27la_Maududi
http://www.wikidata.org/entity/Q372210,Lars Gustafsson,https://en.wikipedia.org/wiki/Lars_Gustafsson
http://www.wikidata.org/entity/Q365110,Philo of Larissa,https://en.wikipedia.org/wiki/Philo_of_Larissa
http://www.wikidata.org/entity/Q365115,Agrippa the Skeptic,https://en.wikipedia.org/wiki/Agrippa_the_Skeptic
http://www.wikidata.org/entity/Q365129,Arthur Coleman Danto,https://en.wikipedia.org/wiki/Arthur_Danto
http://www.wikidata.org/entity/Q365209,Konstantinos Tsatsos,https://en.wikipedia.org/wiki/Konstantinos_Tsatsos
http://www.wikidata.org/entity/Q93397,Max Adler,https://en.wikipedia.org/wiki/Max_Adler_(Marxist)
http://www.wikidata.org/entity/Q102585,Johann Gottlieb Fichte,https://en.wikipedia.org/wiki/Johann_Gottlieb_Fichte
http://www.wikidata.org/entity/Q312372,Adelard of Bath,https://en.wikipedia.org/wiki/Adelard_of_Bath
http://www.wikidata.org/entity/Q312410,Epicharmus of Kos,https://en.wikipedia.org/wiki/Epicharmus_of_Kos
http://www.wikidata.org/entity/Q313174,Pietro d'Abano,https://en.wikipedia.org/wiki/Pietro_d%27Abano
http://www.wikidata.org/entity/Q313286,Demetrius of Phalerum,https://en.wikipedia.org/wiki/Demetrius_of_Phalerum
http://www.wikidata.org/entity/Q313386,Gilbert Ryle,https://en.wikipedia.org/wiki/Gilbert_Ryle
http://www.wikidata.org/entity/Q299547,Mathurin Jacques Brisson,https://en.wikipedia.org/wiki/Mathurin_Jacques_Brisson
http://www.wikidata.org/entity/Q302835,Nasir al-Din al-Tusi,https://en.wikipedia.org/wiki/Nasir_al-Din_al-Tusi
http://www.wikidata.org/entity/Q184226,Gilles Deleuze,https://en.wikipedia.org/wiki/Gilles_Deleuze
http://www.wikidata.org/entity/Q311478,Nichiren,https://en.wikipedia.org/wiki/Nichiren
http://www.wikidata.org/entity/Q311757,Charles Taylor,https://en.wikipedia.org/wiki/Charles_Taylor_(philosopher)
http://www.wikidata.org/entity/Q311772,Donald Davidson,https://en.wikipedia.org/wiki/Donald_Davidson_(philosopher)
http://www.wikidata.org/entity/Q559421,Shen Buhai,https://en.wikipedia.org/wiki/Shen_Buhai
http://www.wikidata.org/entity/Q559731,Xu Shen,https://en.wikipedia.org/wiki/Xu_Shen
http://www.wikidata.org/entity/Q559795,Karel Kosik,https://en.wikipedia.org/wiki/Karel_Kos%C3%ADk
http://www.wikidata.org/entity/Q559957,Yan Fu,https://en.wikipedia.org/wiki/Yan_Fu
http://www.wikidata.org/entity/Q310309,Bernard Le Bovier de Fontenelle,https://en.wikipedia.org/wiki/Bernard_Le_Bovier_de_Fontenelle
http://www.wikidata.org/entity/Q310916,Iamblichus,https://en.wikipedia.org/wiki/Iamblichus
http://www.wikidata.org/entity/Q313456,Charles Taze Russell,https://en.wikipedia.org/wiki/Charles_Taze_Russell
http://www.wikidata.org/entity/Q313509,Bernard-Henri Lévy,https://en.wikipedia.org/wiki/Bernard-Henri_L%C3%A9vy
http://www.wikidata.org/entity/Q191964,Diogenes of Apollonia,https://en.wikipedia.org/wiki/Diogenes_of_Apollonia
http://www.wikidata.org/entity/Q192066,Paul Ricœur,https://en.wikipedia.org/wiki/Paul_Ric%C5%93ur
http://www.wikidata.org/entity/Q658401,Abd al-Rahman al-Jabarti,https://en.wikipedia.org/wiki/Abd_al-Rahman_al-Jabarti
http://www.wikidata.org/entity/Q660170,Isidore of Alexandria,https://en.wikipedia.org/wiki/Isidore_of_Alexandria
http://www.wikidata.org/entity/Q662932,Persaeus,https://en.wikipedia.org/wiki/Persaeus
http://www.wikidata.org/entity/Q665984,Aristippus the Younger,https://en.wikipedia.org/wiki/Aristippus_the_Younger
http://www.wikidata.org/entity/Q666230,Aristobulus of Paneas,https://en.wikipedia.org/wiki/Aristobulus_of_Alexandria
http://www.wikidata.org/entity/Q670103,Eino Kaila,https://en.wikipedia.org/wiki/Eino_Kaila
http://www.wikidata.org/entity/Q189759,Zeno of Sidon,https://en.wikipedia.org/wiki/Zeno_of_Sidon
http://www.wikidata.org/entity/Q190089,Duns Scotus,https://en.wikipedia.org/wiki/Duns_Scotus
http://www.wikidata.org/entity/Q712287,Jizang,https://en.wikipedia.org/wiki/Jizang
http://www.wikidata.org/entity/Q712420,Otokar Březina,https://en.wikipedia.org/wiki/Otokar_B%C5%99ezina
http://www.wikidata.org/entity/Q714369,Dai Zhen,https://en.wikipedia.org/wiki/Dai_Zhen
http://www.wikidata.org/entity/Q714374,Wang Fuzhi,https://en.wikipedia.org/wiki/Wang_Fuzhi
http://www.wikidata.org/entity/Q714446,Buddhadasa,https://en.wikipedia.org/wiki/Buddhadasa
http://www.wikidata.org/entity/Q105556,Günter Abel,https://en.wikipedia.org/wiki/G%C3%BCnter_Abel
http://www.wikidata.org/entity/Q116075,Yehoshua Yakhot,https://en.wikipedia.org/wiki/Yehoshua_Yakhot
http://www.wikidata.org/entity/Q116789,Boris Parygin,https://en.wikipedia.org/wiki/Boris_Parygin
http://www.wikidata.org/entity/Q119777,Dominik Perler,https://en.wikipedia.org/wiki/Dominik_Perler
http://www.wikidata.org/entity/Q120664,Nikolay Danilevsky,https://en.wikipedia.org/wiki/Nikolay_Danilevsky
http://www.wikidata.org/entity/Q84233,Ludwig von Mises,https://en.wikipedia.org/wiki/Ludwig_von_Mises
http://www.wikidata.org/entity/Q189597,Philo of Alexandria,https://en.wikipedia.org/wiki/Philo
http://www.wikidata.org/entity/Q189714,François-Noël Babeuf,https://en.wikipedia.org/wiki/Fran%C3%A7ois-No%C3%ABl_Babeuf
http://www.wikidata.org/entity/Q310173,Ammonius Saccas,https://en.wikipedia.org/wiki/Ammonius_Saccas
http://www.wikidata.org/entity/Q310178,Alasdair MacIntyre,https://en.wikipedia.org/wiki/Alasdair_MacIntyre
http://www.wikidata.org/entity/Q128179,István Mészáros,https://en.wikipedia.org/wiki/Istv%C3%A1n_M%C3%A9sz%C3%A1ros_(philosopher)
http://www.wikidata.org/entity/Q129126,Abram Deborin,https://en.wikipedia.org/wiki/Abram_Deborin
http://www.wikidata.org/entity/Q705666,Pierre Jean George Cabanis,https://en.wikipedia.org/wiki/Pierre_Jean_Georges_Cabanis
http://www.wikidata.org/entity/Q706525,Mario Tronti,https://en.wikipedia.org/wiki/Mario_Tronti
http://www.wikidata.org/entity/Q706888,Hermann Samuel Reimarus,https://en.wikipedia.org/wiki/Hermann_Samuel_Reimarus
http://www.wikidata.org/entity/Q707162,Democedes,https://en.wikipedia.org/wiki/Democedes
http://www.wikidata.org/entity/Q707344,Numenius of Apamea,https://en.wikipedia.org/wiki/Numenius_of_Apamea
http://www.wikidata.org/entity/Q313929,Mortimer Jerome Adler,https://en.wikipedia.org/wiki/Mortimer_J._Adler
http://www.wikidata.org/entity/Q314189,Lev Shestov,https://en.wikipedia.org/wiki/Lev_Shestov
http://www.wikidata.org/entity/Q125249,William James,https://en.wikipedia.org/wiki/William_James
http://www.wikidata.org/entity/Q96322846,Ramnath Tarkasiddhanta,https://en.wikipedia.org/wiki/Buno_Ramnath
http://www.wikidata.org/entity/Q106367208,Branko Mitrović,https://en.wikipedia.org/wiki/Branko_Mitrovic
http://www.wikidata.org/entity/Q185,Larry Sanger,https://en.wikipedia.org/wiki/Larry_Sanger
http://www.wikidata.org/entity/Q131333,George Eliot,https://en.wikipedia.org/wiki/George_Eliot
http://www.wikidata.org/entity/Q131671,Xenophanes,https://en.wikipedia.org/wiki/Xenophanes
http://www.wikidata.org/entity/Q123565,Charles Bonnet,https://en.wikipedia.org/wiki/Charles_Bonnet
http://www.wikidata.org/entity/Q123597,Adolphe Pictet,https://en.wikipedia.org/wiki/Adolphe_Pictet
http://www.wikidata.org/entity/Q124439,Anna Tumarkin,https://en.wikipedia.org/wiki/Anna_Tumarkin
http://www.wikidata.org/entity/Q125247,Cratylus,https://en.wikipedia.org/wiki/Cratylus
http://www.wikidata.org/entity/Q868,Aristotle,https://en.wikipedia.org/wiki/Aristotle
http://www.wikidata.org/entity/Q672145,Al Sayed Musa al-Sadr,https://en.wikipedia.org/wiki/Musa_al-Sadr
http://www.wikidata.org/entity/Q697553,Ye Shi,https://en.wikipedia.org/wiki/Ye_Shi
http://www.wikidata.org/entity/Q698177,Li Zhi,https://en.wikipedia.org/wiki/Li_Zhi_(philosopher)
http://www.wikidata.org/entity/Q700284,Li Ao,https://en.wikipedia.org/wiki/Li_Ao_(philosopher)
http://www.wikidata.org/entity/Q703303,Paul Kurtz,https://en.wikipedia.org/wiki/Paul_Kurtz
http://www.wikidata.org/entity/Q704805,Ivan Chtcheglov,https://en.wikipedia.org/wiki/Ivan_Chtcheglov
http://www.wikidata.org/entity/Q192348,Benedetto Croce,https://en.wikipedia.org/wiki/Benedetto_Croce
http://www.wikidata.org/entity/Q312682,Euclid of Megara,https://en.wikipedia.org/wiki/Euclid_of_Megara
http://www.wikidata.org/entity/Q312701,Meher Baba,https://en.wikipedia.org/wiki/Meher_Baba
http://www.wikidata.org/entity/Q581833,Marinus of Neapolis,https://en.wikipedia.org/wiki/Marinus_of_Neapolis
http://www.wikidata.org/entity/Q583119,Gilbert de La Porrée,https://en.wikipedia.org/wiki/Gilbert_de_la_Porr%C3%A9e
http://www.wikidata.org/entity/Q601275,John Wisdom,https://en.wikipedia.org/wiki/John_Wisdom
http://www.wikidata.org/entity/Q610309,Lambert of Auxerre,https://en.wikipedia.org/wiki/Lambert_of_Auxerre
http://www.wikidata.org/entity/Q611233,Jean-Baptiste Robinet,https://en.wikipedia.org/wiki/Jean-Baptiste_Robinet
http://www.wikidata.org/entity/Q611887,Adam Abramowicz,https://en.wikipedia.org/wiki/Adam_Abramowicz
http://www.wikidata.org/entity/Q612787,Hicetas,https://en.wikipedia.org/wiki/Hicetas
http://www.wikidata.org/entity/Q614749,Richard Wollheim,https://en.wikipedia.org/wiki/Richard_Wollheim
http://www.wikidata.org/entity/Q131805,John Dewey,https://en.wikipedia.org/wiki/John_Dewey
http://www.wikidata.org/entity/Q312420,Aulus Cornelius Celsus,https://en.wikipedia.org/wiki/Aulus_Cornelius_Celsus
http://www.wikidata.org/entity/Q312458,Jami,https://en.wikipedia.org/wiki/Jami
http://www.wikidata.org/entity/Q738125,Éric Werner,https://en.wikipedia.org/wiki/%C3%89ric_Werner
http://www.wikidata.org/entity/Q738605,Boethus of Sidon,https://en.wikipedia.org/wiki/Boethus_of_Sidon_(Stoic)
http://www.wikidata.org/entity/Q762417,Edgar Rubin,https://en.wikipedia.org/wiki/Edgar_Rubin
http://www.wikidata.org/entity/Q764766,Hegesinus of Pergamon,https://en.wikipedia.org/wiki/Hegesinus_of_Pergamon
http://www.wikidata.org/entity/Q771877,Antarah ibn Shaddad,https://en.wikipedia.org/wiki/Antarah_ibn_Shaddad
http://www.wikidata.org/entity/Q780234,Priscus of Epirus,https://en.wikipedia.org/wiki/Priscus_of_Epirus
http://www.wikidata.org/entity/Q313666,Georges Sorel,https://en.wikipedia.org/wiki/Georges_Sorel
http://www.wikidata.org/entity/Q313925,Thomas Browne,https://en.wikipedia.org/wiki/Thomas_Browne
http://www.wikidata.org/entity/Q192885,Vissarion Belinsky,https://en.wikipedia.org/wiki/Vissarion_Belinsky
http://www.wikidata.org/entity/Q193405,Emil Cioran,https://en.wikipedia.org/wiki/Emil_Cioran
http://www.wikidata.org/entity/Q707490,Jean-Marie Guyau,https://en.wikipedia.org/wiki/Jean-Marie_Guyau
http://www.wikidata.org/entity/Q707637,Henry of Ghent,https://en.wikipedia.org/wiki/Henry_of_Ghent
http://www.wikidata.org/entity/Q708247,Gaius Marius Victorinus,https://en.wikipedia.org/wiki/Gaius_Marius_Victorinus
